PERÍODO;EMPRESA;LOCALIDAD;PROVINCIA;INSUMO;CUPO TOTAL ASIGNADO ;PRODUCCIÓN ;VENTAS TOTALES ;PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA (antes AXION ENERGY ARGENTINA S.A.);PETROBRAS ARGENTINA S.A.;FOX PETROL S.A.;REFINERÍA DEL NORTE S.A.;SHELL ARGENTINA C.A.P.S.A.;YPF S.A.;ENERGÍA Y DERIVADOS DEL PETRÓLEO S.A.;OIL COMBUSTIBLES S.A.;TRAFIGURA ARGENTINA S.A.;REFI PAMPA S.A.;;
dic-15;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.690 ;12.891 ;12.674 ;2.626 ;1.158 ;0 ;0 ;2.307 ;6.582 ;0 ;0 ;0 ;0 ;;
dic-15;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.137 ;926 ;949 ;0 ;0 ;0 ;0 ;582 ;367 ;0 ;0 ;0 ;0 ;;
dic-15;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;5.888 ;5.092 ;5.885 ;1.446 ;0 ;0 ;0 ;802 ;3.276 ;0 ;361 ;0 ;0 ;;
ene-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;11.849 ;12.350 ;11.849 ;2.532 ;641 ;0 ;0 ;2.012 ;6.664 ;0 ;0 ;0 ;0 ;;
ene-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;4.152 ;0 ;4.168 ;299 ;0 ;0 ;0 ;3.574 ;295 ;0 ;0 ;0 ;0 ;;
ene-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.251 ;1.420 ;1.274 ;0 ;0 ;0 ;0 ;0 ;1.274 ;0 ;0 ;0 ;0 ;;
ene-16;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.275 ;2.507 ;2.287 ;0 ;0 ;0 ;0 ;0 ;2.287 ;0 ;0 ;0 ;0 ;;
ene-16;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.454 ;953 ;2.491 ;1.401 ;218 ;0 ;0 ;0 ;544 ;0 ;328 ;0 ;0 ;;
ene-16;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;8.190 ;8.225 ;7.925 ;448 ;511 ;0 ;0 ;1.583 ;4.816 ;0 ;568 ;0 ;0 ;;
ene-16;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;6.066 ;5.764 ;5.004 ;655 ;0 ;0 ;0 ;1.698 ;2.040 ;0 ;611 ;0 ;0 ;;
ene-16;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.427 ;0 ;2.461 ;0 ;0 ;0 ;0 ;0 ;2.461 ;0 ;0 ;0 ;0 ;;
ene-16;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;8.244 ;9.551 ;9.282 ;1.141 ;505 ;0 ;1.739 ;1.204 ;4.218 ;0 ;475 ;0 ;0 ;;
ene-16;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.820 ;6.944 ;6.819 ;0 ;0 ;0 ;0 ;0 ;6.819 ;0 ;0 ;0 ;0 ;;
ene-16;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.379 ;1.401 ;1.367 ;713 ;0 ;0 ;0 ;403 ;0 ;0 ;250 ;0 ;0 ;;
ene-16;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.797 ;12.176 ;12.830 ;2.832 ;1.151 ;0 ;0 ;2.264 ;6.584 ;0 ;0 ;0 ;0 ;;
ene-16;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.365 ;0 ;1.409 ;0 ;0 ;0 ;0 ;938 ;471 ;0 ;0 ;0 ;0 ;;
ene-16;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.956 ;5.330 ;4.976 ;1.333 ;0 ;0 ;254 ;506 ;2.883 ;0 ;0 ;0 ;0 ;;
feb-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;11.190 ;10.988 ;11.180 ;2.158 ;498 ;0 ;0 ;2.085 ;6.440 ;0 ;0 ;0 ;0 ;;
feb-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;4.326 ;5.085 ;4.313 ;298 ;0 ;0 ;0 ;3.431 ;584 ;0 ;0 ;0 ;0 ;;
feb-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;576 ;1.242 ;1.023 ;0 ;0 ;0 ;0 ;0 ;1.023 ;0 ;0 ;0 ;0 ;;
feb-16;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.964 ;1.493 ;1.988 ;0 ;0 ;0 ;0 ;0 ;1.988 ;0 ;0 ;0 ;0 ;;
feb-16;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.416 ;0 ;2.344 ;1.357 ;220 ;0 ;0 ;0 ;514 ;0 ;253 ;0 ;0 ;;
feb-16;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.940 ;6.971 ;4.971 ;512 ;433 ;0 ;0 ;1.616 ;1.691 ;0 ;718 ;0 ;0 ;;
feb-16;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.409 ;5.366 ;5.377 ;695 ;0 ;0 ;0 ;1.593 ;2.548 ;0 ;541 ;0 ;0 ;;
feb-16;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.909 ;0 ;1.983 ;0 ;0 ;0 ;0 ;0 ;1.984 ;0 ;0 ;0 ;0 ;;
feb-16;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;7.999 ;9.487 ;8.616 ;1.399 ;496 ;0 ;1.559 ;1.201 ;3.491 ;0 ;470 ;0 ;0 ;;
feb-16;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;6.875 ;6.925 ;6.892 ;0 ;0 ;0 ;0 ;0 ;6.892 ;0 ;0 ;0 ;0 ;;
feb-16;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.167 ;1.483 ;1.606 ;853 ;0 ;0 ;0 ;539 ;0 ;0 ;214 ;0 ;0 ;;
feb-16;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.023 ;11.354 ;12.018 ;2.537 ;974 ;0 ;0 ;1.749 ;6.758 ;0 ;0 ;0 ;0 ;;
feb-16;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.092 ;0 ;907 ;0 ;0 ;0 ;0 ;543 ;364 ;0 ;0 ;0 ;0 ;;
feb-16;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.773 ;4.656 ;4.728 ;1.566 ;0 ;0 ;0 ;472 ;2.507 ;0 ;184 ;0 ;0 ;;
mar-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;12.025 ;13.926 ;12.019 ;2.695 ;544 ;0 ;0 ;2.021 ;6.758 ;0 ;0 ;0 ;0 ;;
mar-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;4.978 ;2.631 ;5.005 ;299 ;0 ;0 ;0 ;3.828 ;878 ;0 ;0 ;0 ;0 ;;
mar-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;977 ;1.048 ;987 ;0 ;0 ;0 ;0 ;0 ;987 ;0 ;0 ;0 ;0 ;;
mar-16;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.397 ;0 ;2.404 ;0 ;0 ;0 ;0 ;0 ;2.404 ;0 ;0 ;0 ;0 ;;
mar-16;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.500 ;1.737 ;2.452 ;1.394 ;183 ;0 ;0 ;0 ;583 ;0 ;292 ;0 ;0 ;;
mar-16;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;5.775 ;7.184 ;5.786 ;951 ;499 ;0 ;0 ;1.707 ;1.910 ;0 ;718 ;0 ;0 ;;
mar-16;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.333 ;4.884 ;5.015 ;657 ;0 ;0 ;0 ;1.881 ;2.115 ;0 ;362 ;0 ;0 ;;
mar-16;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.072 ;0 ;2.136 ;0 ;0 ;0 ;0 ;0 ;2.136 ;0 ;0 ;0 ;0 ;;
mar-16;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;7.296 ;7.457 ;7.703 ;792 ;606 ;0 ;1.862 ;840 ;3.279 ;0 ;325 ;0 ;0 ;;
mar-16;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;6.875 ;6.987 ;6.881 ;0 ;0 ;0 ;0 ;0 ;6.881 ;0 ;0 ;0 ;0 ;;
mar-16;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;1.080 ;1.290 ;1.108 ;384 ;0 ;0 ;0 ;473 ;0 ;0 ;251 ;0 ;0 ;;
mar-16;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.485 ;12.218 ;12.464 ;2.598 ;1.238 ;0 ;0 ;1.978 ;6.650 ;0 ;0 ;0 ;0 ;;
mar-16;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.224 ;66 ;1.165 ;0 ;0 ;0 ;0 ;689 ;476 ;0 ;0 ;0 ;0 ;;
mar-16;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;5.504 ;5.623 ;5.453 ;1.647 ;0 ;0 ;0 ;472 ;3.001 ;0 ;333 ;0 ;0 ;;
abr-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;10.961 ;10.976 ;10.814 ;2.190 ;505 ;0 ;0 ;1.847 ;6.272 ;0 ;0 ;0 ;0 ;;
abr-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;8.192 ;0 ;4.734 ;299 ;0 ;0 ;0 ;3.522 ;913 ;0 ;0 ;0 ;0 ;;
abr-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;416 ;785 ;437 ;0 ;0 ;0 ;0 ;0 ;437 ;0 ;0 ;0 ;0 ;;
abr-16;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.557 ;0 ;2.524 ;0 ;0 ;0 ;0 ;0 ;2.524 ;0 ;0 ;0 ;0 ;;
abr-16;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.855 ;2.594 ;2.188 ;1.139 ;257 ;0 ;0 ;0 ;544 ;0 ;248 ;0 ;0 ;;
abr-16;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.711 ;4.347 ;4.705 ;603 ;372 ;0 ;0 ;1.535 ;1.596 ;0 ;599 ;0 ;0 ;;
abr-16;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;6.989 ;4.518 ;4.525 ;851 ;0 ;0 ;0 ;1.376 ;2.153 ;0 ;145 ;0 ;0 ;;
abr-16;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;3.382 ;0 ;2.165 ;0 ;0 ;0 ;0 ;0 ;2.165 ;0 ;0 ;0 ;0 ;;
abr-16;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;11.462 ;8.802 ;8.357 ;656 ;930 ;0 ;1.634 ;1.204 ;3.465 ;0 ;468 ;0 ;0 ;;
abr-16;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.200 ;7.474 ;7.191 ;0 ;0 ;0 ;0 ;0 ;7.191 ;0 ;0 ;0 ;0 ;;
abr-16;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;1.924 ;1.515 ;1.452 ;867 ;0 ;0 ;0 ;401 ;0 ;0 ;184 ;0 ;0 ;;
abr-16;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;11.794 ;12.124 ;11.840 ;2.745 ;1.008 ;0 ;0 ;1.907 ;6.181 ;0 ;0 ;0 ;0 ;;
abr-16;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.432 ;2.244 ;1.018 ;0 ;0 ;0 ;0 ;653 ;365 ;0 ;0 ;0 ;0 ;;
abr-16;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.544 ;5.289 ;4.529 ;1.541 ;0 ;0 ;0 ;399 ;2.233 ;0 ;356 ;0 ;0 ;;
may-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;9.416 ;9.724 ;9.479 ;2.189 ;403 ;0 ;0 ;1.848 ;5.038 ;0 ;0 ;0 ;0 ;;
may-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;6.200 ;4.505 ;5.002 ;302 ;0 ;0 ;0 ;3.597 ;1.103 ;0 ;0 ;0 ;0 ;;
may-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;703 ;0 ;692 ;0 ;0 ;0 ;0 ;0 ;692 ;0 ;0 ;0 ;0 ;;
may-16;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.138 ;1.418 ;1.833 ;0 ;0 ;0 ;0 ;0 ;1.833 ;0 ;0 ;0 ;0 ;;
may-16;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.468 ;1.541 ;2.461 ;1.440 ;218 ;0 ;0 ;0 ;591 ;0 ;212 ;0 ;0 ;;
may-16;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;3.767 ;5.334 ;3.795 ;566 ;145 ;0 ;0 ;1.496 ;1.012 ;0 ;577 ;0 ;0 ;;
may-16;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.804 ;4.405 ;5.430 ;773 ;0 ;0 ;0 ;1.302 ;3.069 ;0 ;286 ;0 ;0 ;;
may-16;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.635 ;774 ;2.673 ;0 ;0 ;0 ;0 ;0 ;2.673 ;0 ;0 ;0 ;0 ;;
may-16;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;9.845 ;10.026 ;9.972 ;1.364 ;615 ;0 ;1.433 ;1.207 ;4.994 ;0 ;359 ;0 ;0 ;;
may-16;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;6.215 ;6.795 ;6.708 ;0 ;0 ;0 ;0 ;0 ;6.708 ;0 ;0 ;0 ;0 ;;
may-16;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.223 ;1.372 ;1.780 ;1.114 ;0 ;0 ;0 ;407 ;0 ;0 ;259 ;0 ;0 ;;
may-16;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;10.169 ;12.682 ;10.178 ;2.219 ;719 ;0 ;0 ;1.874 ;5.366 ;0 ;0 ;0 ;0 ;;
may-16;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.167 ;0 ;1.131 ;0 ;0 ;0 ;0 ;695 ;436 ;0 ;0 ;0 ;0 ;;
may-16;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;3.616 ;4.083 ;3.640 ;1.255 ;0 ;0 ;0 ;368 ;1.842 ;0 ;175 ;0 ;0 ;;
jun-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;9.853 ;9.689 ;9.854 ;2.195 ;329 ;0 ;0 ;1.481 ;5.849 ;0 ;0 ;0 ;0 ;;
jun-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;6.421 ;4.387 ;5.146 ;227 ;0 ;0 ;0 ;3.554 ;1.365 ;0 ;0 ;0 ;0 ;;
jun-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;729 ;0 ;740 ;0 ;0 ;0 ;0 ;0 ;740 ;0 ;0 ;0 ;0 ;;
jun-16;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.216 ;2.102 ;2.162 ;0 ;0 ;0 ;0 ;0 ;2.162 ;0 ;0 ;0 ;0 ;;
jun-16;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.559 ;2.722 ;3.150 ;2.037 ;214 ;0 ;0 ;0 ;577 ;0 ;321 ;0 ;0 ;;
jun-16;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;3.941 ;1.611 ;3.940 ;519 ;72 ;0 ;0 ;1.534 ;1.245 ;0 ;569 ;0 ;0 ;;
jun-16;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;6.016 ;6.250 ;5.719 ;732 ;0 ;0 ;0 ;1.743 ;3.064 ;0 ;180 ;0 ;0 ;;
jun-16;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.814 ;2.524 ;2.820 ;0 ;0 ;0 ;0 ;0 ;2.820 ;0 ;0 ;0 ;0 ;;
jun-16;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;10.452 ;9.563 ;10.507 ;1.653 ;509 ;0 ;1.579 ;1.206 ;5.210 ;0 ;350 ;0 ;0 ;;
jun-16;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;6.502 ;6.593 ;6.502 ;0 ;0 ;0 ;0 ;0 ;6.502 ;0 ;0 ;0 ;0 ;;
jun-16;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.304 ;1.185 ;1.251 ;702 ;0 ;0 ;0 ;403 ;0 ;0 ;145 ;0 ;0 ;;
jun-16;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;10.640 ;10.477 ;10.668 ;2.464 ;549 ;0 ;0 ;1.588 ;6.066 ;0 ;0 ;0 ;0 ;;
jun-16;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.209 ;238 ;1.174 ;0 ;0 ;0 ;0 ;627 ;547 ;0 ;0 ;0 ;0 ;;
jun-16;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;3.783 ;3.354 ;3.813 ;1.323 ;0 ;0 ;0 ;403 ;1.666 ;0 ;421 ;0 ;0 ;;
jul-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;10.658 ;10.930 ;10.666 ;2.509 ;398 ;0 ;0 ;1.525 ;6.235 ;0 ;0 ;0 ;0 ;;
jul-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;7.531 ;0 ;5.962 ;0 ;0 ;0 ;0 ;4.975 ;913 ;0 ;0 ;73 ;0 ;;
jul-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.124 ;1.581 ;1.114 ;0 ;0 ;0 ;0 ;0 ;1.114 ;0 ;0 ;0 ;0 ;;
jul-16;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;2.695 ;3.017 ;2.637 ;0 ;0 ;0 ;0 ;0 ;2.637 ;0 ;0 ;0 ;0 ;;
jul-16;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;3.026 ;3.690 ;2.946 ;2.025 ;256 ;0 ;0 ;0 ;594 ;0 ;72 ;0 ;0 ;;
jul-16;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;4.649 ;1.754 ;4.654 ;832 ;183 ;0 ;0 ;1.532 ;1.523 ;0 ;583 ;0 ;0 ;;
jul-16;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;6.807 ;4.860 ;6.567 ;926 ;0 ;0 ;0 ;2.476 ;2.843 ;0 ;322 ;0 ;0 ;;
jul-16;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.452 ;4.361 ;1.496 ;0 ;0 ;0 ;0 ;0 ;1.496 ;0 ;0 ;0 ;0 ;;
jul-16;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;11.348 ;12.333 ;11.378 ;1.722 ;1.215 ;0 ;1.649 ;1.203 ;5.199 ;0 ;391 ;0 ;0 ;;
jul-16;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;6.944 ;7.473 ;6.948 ;0 ;0 ;0 ;0 ;0 ;6.948 ;0 ;0 ;0 ;0 ;;
jul-16;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.479 ;1.677 ;1.655 ;740 ;0 ;0 ;0 ;697 ;0 ;0 ;217 ;0 ;0 ;;
jul-16;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;11.491 ;12.958 ;11.503 ;2.644 ;1.167 ;0 ;0 ;1.519 ;6.174 ;0 ;0 ;0 ;0 ;;
jul-16;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.625 ;2.454 ;1.793 ;0 ;0 ;0 ;0 ;731 ;1.062 ;0 ;0 ;0 ;0 ;;
jul-16;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;4.344 ;4.570 ;4.343 ;1.543 ;0 ;0 ;0 ;405 ;1.914 ;0 ;481 ;0 ;0 ;;
ago-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;11.570 ;13.100 ;11.732 ;2.372 ;396 ;0 ;0 ;2.215 ;6.749 ;0 ;0 ;0 ;0 ;;
ago-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;1.760 ;721 ;1.748 ;0 ;0 ;0 ;0 ;1.748 ;0 ;0 ;0 ;0 ;0 ;;
ago-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.180 ;981 ;1.176 ;0 ;0 ;0 ;0 ;0 ;1.176 ;0 ;0 ;0 ;0 ;;
ago-16;BIOENERGÍA LA CORONA S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.420 ;3.579 ;3.423 ;0 ;0 ;0 ;0 ;0 ;3.423 ;0 ;0 ;0 ;0 ;;
ago-16;BIOENERGÍA SANTA ROSA S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.669 ;3.778 ;2.615 ;1.877 ;185 ;0 ;0 ;0 ;553 ;0 ;0 ;0 ;0 ;;
ago-16;BIOETANOL RÍO CUARTO S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;5.858 ;6.994 ;5.894 ;743 ;185 ;0 ;0 ;1.637 ;2.731 ;0 ;598 ;0 ;0 ;;
ago-16;BIOLEDESMA S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;8.807 ;10.174 ;8.761 ;1.079 ;0 ;0 ;0 ;4.203 ;3.051 ;0 ;209 ;219 ;0 ;;
ago-16;BIOTRINIDAD S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;2.247 ;4.960 ;2.337 ;0 ;0 ;0 ;0 ;0 ;2.337 ;0 ;0 ;0 ;0 ;;
ago-16;COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;12.982 ;13.370 ;12.974 ;1.921 ;1.181 ;0 ;1.693 ;2.731 ;5.098 ;0 ;350 ;0 ;0 ;;
ago-16;DIASER S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.425 ;7.136 ;7.411 ;0 ;0 ;0 ;0 ;0 ;7.411 ;0 ;0 ;0 ;0 ;;
ago-16;ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.;AGUILARES;TUCUMÁN;CAÑA DE AZÚCAR;2.050 ;2.080 ;2.273 ;1.181 ;0 ;0 ;0 ;910 ;0 ;0 ;182 ;0 ;0 ;;
ago-16;PROMAÍZ S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;12.403 ;12.567 ;12.397 ;2.611 ;1.206 ;0 ;0 ;2.836 ;5.744 ;0 ;0 ;0 ;0 ;;
ago-16;RÍO GRANDE ENERGÍA S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;1.654 ;2.680 ;1.631 ;0 ;0 ;0 ;0 ;1.193 ;437 ;0 ;0 ;0 ;0 ;;
ago-16;VICENTÍN S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;5.287 ;5.549 ;5.278 ;1.503 ;0 ;0 ;0 ;587 ;2.626 ;0 ;562 ;0 ;0 ;;
sep-16;ACA BIO COOPERATIVA LTDA.;VILLA MARÍA;CÓRDOBA;MAÍZ;11.347 ;13.486 ;11.144 ;2.188 ;402 ;0 ;0 ;2.974 ;5.581 ;0 ;0 ;0 ;0 ;;
sep-16;ALCONOA S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;6.872 ;8.246 ;6.829 ;302 ;0 ;0 ;0 ;4.523 ;2.004 ;0 ;0 ;0 ;0 ;;
sep-16;BIO SAN ISIDRO S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;1.153 ;1.222 ;1.174 ;0 ;0 ;0 ;0 ;0 ;1.174 ;0 ;0 ;0 ;0 ;;
