ano,forma_de_energia,concepto,ktep_redond
2013,Gas Oil,Consumo,-11490.5
2014,Gas Oil,Consumo,-10958.7
2015,Gas Oil,Consumo,-11328.2
1960,Fuel Oil,Oferta,312.4
1961,Fuel Oil,Oferta,-147.4
1962,Fuel Oil,Oferta,-602.1
1963,Fuel Oil,Oferta,-413.1
1964,Fuel Oil,Oferta,-341.9
1965,Fuel Oil,Oferta,-855
1966,Fuel Oil,Oferta,-1039.8
1967,Fuel Oil,Oferta,-862.9
1968,Fuel Oil,Oferta,-924.3
1969,Fuel Oil,Oferta,532.2
1970,Fuel Oil,Oferta,-29.9
1971,Fuel Oil,Oferta,189.3
1972,Fuel Oil,Oferta,73.4
1973,Fuel Oil,Oferta,246.8
1974,Fuel Oil,Oferta,201
1975,Fuel Oil,Oferta,-104
1976,Fuel Oil,Oferta,-129.4
1977,Fuel Oil,Oferta,-309.7
1978,Fuel Oil,Oferta,-611.6
1979,Fuel Oil,Oferta,-678.2
1980,Fuel Oil,Oferta,-1441.2
1981,Fuel Oil,Oferta,-2332.8
1982,Fuel Oil,Oferta,-2189.7
1983,Fuel Oil,Oferta,-1727.5
1984,Fuel Oil,Oferta,-1674.4
1985,Fuel Oil,Oferta,-2353.3
1986,Fuel Oil,Oferta,-1002
1987,Fuel Oil,Oferta,-92.9
1988,Fuel Oil,Oferta,270.6
1989,Fuel Oil,Oferta,-546.4
1990,Fuel Oil,Oferta,-555.8
1991,Fuel Oil,Oferta,-292.5
1992,Fuel Oil,Oferta,-228.4
1993,Fuel Oil,Oferta,-221.9
1994,Fuel Oil,Oferta,-669.3
1995,Fuel Oil,Oferta,-467.4
1996,Fuel Oil,Oferta,127
1997,Fuel Oil,Oferta,77.4
1998,Fuel Oil,Oferta,428.4
1999,Fuel Oil,Oferta,207.2
2000,Fuel Oil,Oferta,198.1
2001,Fuel Oil,Oferta,-720.4
2002,Fuel Oil,Oferta,-987.4
2003,Fuel Oil,Oferta,-923.2
2004,Fuel Oil,Oferta,-594
2005,Fuel Oil,Oferta,-973.1
2006,Fuel Oil,Oferta,-1077
2007,Fuel Oil,Oferta,-1327.5
2008,Fuel Oil,Oferta,-1464.1
2009,Fuel Oil,Oferta,-949.7
2010,Fuel Oil,Oferta,-810.4
2011,Fuel Oil,Oferta,58.1
2012,Fuel Oil,Oferta,-248.9
2013,Fuel Oil,Oferta,-1218.7
2014,Fuel Oil,Oferta,-1040.2
2015,Fuel Oil,Oferta,-788.8
1960,Fuel Oil,Transformacion,3716
1961,Fuel Oil,Transformacion,4210.4
1962,Fuel Oil,Transformacion,4560.7
1963,Fuel Oil,Transformacion,3986.6
1964,Fuel Oil,Transformacion,4130.4
1965,Fuel Oil,Transformacion,4966.1
1966,Fuel Oil,Transformacion,5062.7
1967,Fuel Oil,Transformacion,4784.6
1968,Fuel Oil,Transformacion,4231.5
1969,Fuel Oil,Transformacion,3397.2
1970,Fuel Oil,Transformacion,4468.8
1971,Fuel Oil,Transformacion,4935.3
1972,Fuel Oil,Transformacion,4934.9
1973,Fuel Oil,Transformacion,4302.2
1974,Fuel Oil,Transformacion,4644.9
1975,Fuel Oil,Transformacion,4499
1976,Fuel Oil,Transformacion,4445
1977,Fuel Oil,Transformacion,4765.7
1978,Fuel Oil,Transformacion,4812
1979,Fuel Oil,Transformacion,4676.7
1980,Fuel Oil,Transformacion,4626.4
1981,Fuel Oil,Transformacion,4900.2
1982,Fuel Oil,Transformacion,4846.3
1983,Fuel Oil,Transformacion,4087.1
1984,Fuel Oil,Transformacion,3992.3
1985,Fuel Oil,Transformacion,4147.3
1986,Fuel Oil,Transformacion,3496.7
1987,Fuel Oil,Transformacion,2712.2
1988,Fuel Oil,Transformacion,1569.2
1989,Fuel Oil,Transformacion,2434
1990,Fuel Oil,Transformacion,2655.4
1991,Fuel Oil,Transformacion,1619.5
1992,Fuel Oil,Transformacion,1453.5
1993,Fuel Oil,Transformacion,1320.9
1994,Fuel Oil,Transformacion,1496.5
1995,Fuel Oil,Transformacion,1484.1
1996,Fuel Oil,Transformacion,1037
1997,Fuel Oil,Transformacion,1071.4
1998,Fuel Oil,Transformacion,682.7
1999,Fuel Oil,Transformacion,709
2000,Fuel Oil,Transformacion,678
2001,Fuel Oil,Transformacion,1513.1
2002,Fuel Oil,Transformacion,1593.2
2003,Fuel Oil,Transformacion,1660.7
2004,Fuel Oil,Transformacion,1319.1
2005,Fuel Oil,Transformacion,1452.5
2006,Fuel Oil,Transformacion,1707.7
2007,Fuel Oil,Transformacion,2209.5
2008,Fuel Oil,Transformacion,2194.1
2009,Fuel Oil,Transformacion,1521.1
2010,Fuel Oil,Transformacion,1228
2011,Fuel Oil,Transformacion,584.6
2012,Fuel Oil,Transformacion,959.8
2013,Fuel Oil,Transformacion,1914.3
2014,Fuel Oil,Transformacion,1724
2015,Fuel Oil,Transformacion,1541.8
1960,Fuel Oil,Consumo,-4028.4
1961,Fuel Oil,Consumo,-4063
1962,Fuel Oil,Consumo,-3958.6
1963,Fuel Oil,Consumo,-3573.5
1964,Fuel Oil,Consumo,-3788.5
1965,Fuel Oil,Consumo,-4111
1966,Fuel Oil,Consumo,-4022.9
1967,Fuel Oil,Consumo,-3921.6
1968,Fuel Oil,Consumo,-3307.2
1969,Fuel Oil,Consumo,-3929.4
1970,Fuel Oil,Consumo,-4438.9
1971,Fuel Oil,Consumo,-5124.6
1972,Fuel Oil,Consumo,-5008.3
1973,Fuel Oil,Consumo,-4549.1
1974,Fuel Oil,Consumo,-4845.9
1975,Fuel Oil,Consumo,-4395
1976,Fuel Oil,Consumo,-4315.6
1977,Fuel Oil,Consumo,-4456
1978,Fuel Oil,Consumo,-4200.4
1979,Fuel Oil,Consumo,-3998.5
1980,Fuel Oil,Consumo,-3185.2
1981,Fuel Oil,Consumo,-2567.3
1982,Fuel Oil,Consumo,-2656.6
1983,Fuel Oil,Consumo,-2359.7
1984,Fuel Oil,Consumo,-2317.9
1985,Fuel Oil,Consumo,-1794
1986,Fuel Oil,Consumo,-2494.7
1987,Fuel Oil,Consumo,-2619.3
1988,Fuel Oil,Consumo,-1839.8
1989,Fuel Oil,Consumo,-1887.6
1990,Fuel Oil,Consumo,-2099.7
1991,Fuel Oil,Consumo,-1327.1
1992,Fuel Oil,Consumo,-1225.1
1993,Fuel Oil,Consumo,-1099
1994,Fuel Oil,Consumo,-827.2
1995,Fuel Oil,Consumo,-1016.6
1996,Fuel Oil,Consumo,-1164
1997,Fuel Oil,Consumo,-1148.8
1998,Fuel Oil,Consumo,-1111.2
1999,Fuel Oil,Consumo,-916.2
2000,Fuel Oil,Consumo,-876
2001,Fuel Oil,Consumo,-792.7
2002,Fuel Oil,Consumo,-605.7
2003,Fuel Oil,Consumo,-737.5
2004,Fuel Oil,Consumo,-725
2005,Fuel Oil,Consumo,-479.3
2006,Fuel Oil,Consumo,-630.6
2007,Fuel Oil,Consumo,-882
2008,Fuel Oil,Consumo,-730
2009,Fuel Oil,Consumo,-571.4
2010,Fuel Oil,Consumo,-417.6
2011,Fuel Oil,Consumo,-642.7
2012,Fuel Oil,Consumo,-710.8
2013,Fuel Oil,Consumo,-695.6
2014,Fuel Oil,Consumo,-683.8
2015,Fuel Oil,Consumo,-753
1960,Carbón Residual,Oferta,-3
1961,Carbón Residual,Oferta,8.9
1962,Carbón Residual,Oferta,-61.9
1963,Carbón Residual,Oferta,-98.5
1964,Carbón Residual,Oferta,-34.5
1965,Carbón Residual,Oferta,-43.3
1966,Carbón Residual,Oferta,-16.3
1967,Carbón Residual,Oferta,-53.7
1968,Carbón Residual,Oferta,-51.3
1969,Carbón Residual,Oferta,-60.4
1970,Carbón Residual,Oferta,-119.5
1971,Carbón Residual,Oferta,-103.2
1972,Carbón Residual,Oferta,-147.4
1973,Carbón Residual,Oferta,-194.4
1974,Carbón Residual,Oferta,-122.8
1975,Carbón Residual,Oferta,-169.8
1976,Carbón Residual,Oferta,-147.2
1977,Carbón Residual,Oferta,-174.1
1978,Carbón Residual,Oferta,-293
1979,Carbón Residual,Oferta,-159.5
1980,Carbón Residual,Oferta,-337.1
1981,Carbón Residual,Oferta,-352.5
1982,Carbón Residual,Oferta,-327.3
1983,Carbón Residual,Oferta,-108
1984,Carbón Residual,Oferta,0.2
1985,Carbón Residual,Oferta,42.8
1986,Carbón Residual,Oferta,15.4
1987,Carbón Residual,Oferta,-4.1
1988,Carbón Residual,Oferta,-56.7
1989,Carbón Residual,Oferta,-231.9
1990,Carbón Residual,Oferta,-296
1991,Carbón Residual,Oferta,-295
1992,Carbón Residual,Oferta,-432.4
1993,Carbón Residual,Oferta,0
1994,Carbón Residual,Oferta,0
1995,Carbón Residual,Oferta,0
1996,Carbón Residual,Oferta,0
1997,Carbón Residual,Oferta,0
1998,Carbón Residual,Oferta,0
1999,Carbón Residual,Oferta,0
2000,Carbón Residual,Oferta,0
2001,Carbón Residual,Oferta,0
2002,Carbón Residual,Oferta,0
2003,Carbón Residual,Oferta,0
2004,Carbón Residual,Oferta,0
2005,Carbón Residual,Oferta,0
2006,Carbón Residual,Oferta,0
2007,Carbón Residual,Oferta,0
2008,Carbón Residual,Oferta,0
2009,Carbón Residual,Oferta,0
2010,Carbón Residual,Oferta,0
2011,Carbón Residual,Oferta,0
2012,Carbón Residual,Oferta,0
2013,Carbón Residual,Oferta,0
2014,Carbón Residual,Oferta,0
2015,Carbón Residual,Oferta,0
1960,Carbón Residual,Transformacion,62.9
1961,Carbón Residual,Transformacion,78.3
1962,Carbón Residual,Transformacion,217.2
1963,Carbón Residual,Transformacion,290.8
1964,Carbón Residual,Transformacion,247
1965,Carbón Residual,Transformacion,239.9
1966,Carbón Residual,Transformacion,299.2
1967,Carbón Residual,Transformacion,297.5
1968,Carbón Residual,Transformacion,289.3
1969,Carbón Residual,Transformacion,340.9
1970,Carbón Residual,Transformacion,402.3
1971,Carbón Residual,Transformacion,393.8
1972,Carbón Residual,Transformacion,407.6
1973,Carbón Residual,Transformacion,436.9
1974,Carbón Residual,Transformacion,362.3
1975,Carbón Residual,Transformacion,353.4
1976,Carbón Residual,Transformacion,383.8
1977,Carbón Residual,Transformacion,403.8
1978,Carbón Residual,Transformacion,553.2
1979,Carbón Residual,Transformacion,453
1980,Carbón Residual,Transformacion,608
1981,Carbón Residual,Transformacion,596.9
1982,Carbón Residual,Transformacion,570.7
1983,Carbón Residual,Transformacion,575.3
1984,Carbón Residual,Transformacion,436.7
1985,Carbón Residual,Transformacion,302.7
1986,Carbón Residual,Transformacion,319.4
1987,Carbón Residual,Transformacion,374.2
1988,Carbón Residual,Transformacion,386.5
1989,Carbón Residual,Transformacion,488.1
1990,Carbón Residual,Transformacion,511.9
1991,Carbón Residual,Transformacion,542.4
1992,Carbón Residual,Transformacion,717.1
1993,Carbón Residual,Transformacion,0
1994,Carbón Residual,Transformacion,0
1995,Carbón Residual,Transformacion,0
1996,Carbón Residual,Transformacion,0
1997,Carbón Residual,Transformacion,0
1998,Carbón Residual,Transformacion,0
1999,Carbón Residual,Transformacion,0
2000,Carbón Residual,Transformacion,0
2001,Carbón Residual,Transformacion,0
2002,Carbón Residual,Transformacion,0
2003,Carbón Residual,Transformacion,0
2004,Carbón Residual,Transformacion,0
2005,Carbón Residual,Transformacion,0
2006,Carbón Residual,Transformacion,0
2007,Carbón Residual,Transformacion,0
2008,Carbón Residual,Transformacion,0
2009,Carbón Residual,Transformacion,0
2010,Carbón Residual,Transformacion,0
2011,Carbón Residual,Transformacion,0
2012,Carbón Residual,Transformacion,0
2013,Carbón Residual,Transformacion,0
2014,Carbón Residual,Transformacion,0
2015,Carbón Residual,Transformacion,0
1960,Carbón Residual,Consumo,-60
1961,Carbón Residual,Consumo,-87.2
1962,Carbón Residual,Consumo,-155.2
1963,Carbón Residual,Consumo,-192.4
1964,Carbón Residual,Consumo,-212.4
1965,Carbón Residual,Consumo,-196.6
1966,Carbón Residual,Consumo,-282.9
1967,Carbón Residual,Consumo,-243.8
1968,Carbón Residual,Consumo,-238
1969,Carbón Residual,Consumo,-280.5
1970,Carbón Residual,Consumo,-282.7
1971,Carbón Residual,Consumo,-290.6
1972,Carbón Residual,Consumo,-260.2
1973,Carbón Residual,Consumo,-242.5
1974,Carbón Residual,Consumo,-239.5
1975,Carbón Residual,Consumo,-183.6
1976,Carbón Residual,Consumo,-236.6
